Tempo de Residência,1/Ct
"0.0","0.0"
"0.0","0.0"
"0.0","0.0"
"21.3","0.0"
"21.3","0.0"
"21.3","0.0"
"42.5","0.0"
"42.5","0.0"
"42.5","0.0"
"63.8","0.0"
"63.8","0.1"
"63.8","0.0"
